id,area,statement,status,confidence,evidence,risk,source_track
"DC-14","고객 세션 자료 vs 현재 범위","2026-06-08 고객 세션 자료는 UAT 8/3~8/14 후 8/17 1단계 실운영 투입, 10/30 2단계 전환을 제시했으나 2026-07 시점 저장소는 여전히 Phase 0 그림자이고 A1·A2·D2가 모두 미착수이며, 비용도 처음부터 시간 기반이라 '거리만 쓰는 1단계'는 실제로 존재하지 않는다.","상충","높음","docs/2026-06-08-tt-assignment-customer-session-ko.html; kc/start/launch-plan.html:40-70; kc/dispatch/index.html:20-26","약속된 실투입 일정과 현재 준비도(출력 채널 부재) 간 격차 — 일정·범위는 Service 2 담당 PM 확인 필요","docs"
"DC-15","고객 세션이 제시한 KPI·목표치","고객 세션 자료는 주 가설 지표를 '작업당 공차 이동 거리'로 두고 목표치(공차거리 -8%/-15% 등)와 교대 단위·4주 베이스라인·p<0.05 판정 설계를 제시했으나 지식센터 롤아웃 게이트는 이 수치를 인용하지 않고 정성적 Go/No-Go 조건만 둔다.","상충","중간","docs/2026-06-08-tt-assignment-customer-session-ko.html; kc/dispatch/stage2-rollout.html:30-48; kc/start/launch-plan.html:70-80","판정 기준이 이원화되어 있어 효과 판정 기준 확정이 필요하다(Service 2 담당 PM 확인 필요)","docs"
"DC-16","AS-IS(현행 TOS 로직) 근거","고객 세션 자료는 현행 TOS가 '유휴 시 즉시 1:1 할당·가장 가까운 작업·사후 스왑 보정'이라고 단정하지만 저장소 안에 이를 확인한 코드·추출·검증 문서가 없고 시뮬레이터 기획은 오히려 'TOS 알고리즘 역공학 금지'라고 적는다.","상충","중간","docs/2026-06-08-tt-assignment-customer-session-ko.html; kc/dispatch/simulator-spec.html:168","AS-IS 서술이 미검증 가정 위에 있어 비교 베이스라인·이득 주장이 반박당할 수 있다","docs"
"DC-17","사이클 v2 설계문서 vs 현재 사용","docs/cycle-detection-v2-design.md는 tt_cycle_v2를 '게이트 통과 시에만 승격하는 그림자 테이블'로 규정했지만 현재 코드는 이를 이동시간 학습·free_in 정답·카탈로그의 상시 소스로 쓰고, 사이클 화면·cycle-time KPI는 tt_move_log/tt_cycle_recon으로 재정의되어 설계문서가 낡았다.","상충","높음","docs/cycle-detection-v2-design.md:5-14,101-128; crates/api/src/learn.rs:379-392,638-641; crates/api/src/cycles.rs:8-11","설계문서만 보고 v2를 실험 테이블로 오인하면 스키마 변경 시 학습 파이프라인이 파손된다","docs"
"DC-18","미문서화 서브시스템","scengen 크레이트와 scenario 스키마(마이그레이션 0093~0098, systemd 유닛 6종)는 저장소에 존재하지만 지식센터에는 시뮬레이터 '기획' 문서만 있고 scengen 구현·수집기·킬스위치를 설명하는 페이지가 없다.","확인","높음","db/migrations/0093_scenario.sql:1-14; kc/dispatch/simulator-spec.html:1-20; deploy/systemd/","운영 인수인계 시 수집기 정지·재기동 방법이 마이그레이션 주석에만 존재한다","docs"
"DC-19","미해결 결정사항","README의 Open decisions 4건(KPI 일 집계 규칙, per-QC 공차·크레인대기 소스 SQL, 유의성 검정 단위, KPI 목표·우수 임계값 미승인)과 PRD의 열린 질문(AI 배차 1차 목표 지표, 운영자 단일 화면)이 여전히 미결로 남아 있다.","확인","높음","README.md:86-92; kc/start/prd.html:55-70; kc/learn/learning-center.html:94","목표 지표 미확정 상태에서는 효과 판정 게이트를 통과시킬 수 없다","docs"
"DC-20","지식센터 서빙 경로","지식센터는 빌드 없는 정적 HTML로 API 바이너리가 /kc 경로에 ServeDir로 직접 서빙하며(KC_DIR로 재정의 가능) 2026-07에 Astro Starlight에서 이관되었다 — docs-site 디렉터리는 현재 저장소에 없다.","확인","높음","crates/api/src/main.rs:79-93","","docs"
"DC-21","live-map 개발 명세 노후화","live-map-dev-guide.md는 2026-06-04 작성·미갱신(draft) 상태로 상태값을 TRAVELING/IDLE/LOADING/UNLOADING/STOPPED 5종으로 기술하지만 현행 분류는 idle·staging·empty_travel·delivering·wait_rtg·soon_idle 6종이다.","상충","중간","live-map-dev-guide.md:1-50; kc/dashboard/dispatch.html:20-60","명세서를 그대로 재구현 지시로 넘기면 상태 정의가 현행과 어긋난다","docs"
"CR-01","누락 데이터소스","세 번째 TOS 경로인 Azure tos_etw_gateway HTTP REST 스냅샷(GET /v1/voyages/{vessel}/{voyage}/snapshot)이 90초 워크풀 틱마다 curl로 호출되어 tos_etw_cntr에 컨테이너별 ETW를 적재하지만 8개 트랙 어디에도 인벤토리되지 않았다.","확인","높음","crates/extractor/src/workpool.rs:114-170; crates/extractor/src/workpool.rs:109","'무엇을 읽는가'와 '게이트웨이 계약'의 핵심 답이 빠진 채 견적이 나가면 REST 게이트웨이 연동·인증·SLA·버전 계약이 범위에서 통째로 누락된다","critic"
"CR-02","배포 산출물 누락","코드가 전제하는 wp-etw-bridge SSH 터널 유닛 파일이 deploy/systemd에 존재하지 않는다(호스트에만 존재).","상충","높음","crates/extractor/src/workpool.rs:114-116; deploy/systemd/; crates/extractor/src/workpool.rs:137-140","인수인계·재구축 시 ETW 경로가 조용히 죽고 워크풀은 warn 로그만 남긴 채 계속 돌아 열화 상태를 알아채기 어렵다","critic"
"CR-03","외부 네트워크 의존","추출기는 Oracle 외에 공용 인터넷 API 2종(api.open-meteo.com 매시, api.tomorrow.io 3분 주기·TOMORROW_API_KEY 필요)을 curl로 호출해 날씨 테이블에 적재한다.","확인","높음","crates/extractor/src/weather.rs:1-33; crates/extractor/src/weather.rs:73-99; deploy/systemd/wp-weather.timer:5-7; deploy/systemd/wp-weather-live.timer:5-7","이동시간 모델 피처가 외부 무료 API 쿼터에 묶여 있어 폐쇄망 이관 시 피처 결측이 발생한다","critic"
"CR-04","배포 산출물 누락","상시 구동되는 대시보드 API(wp-api)의 systemd 유닛이 저장소에 없는데 지식센터 운영 문서는 systemctl --user restart wp-api.service가 존재한다고 안내한다. [호스트] 해당 유닛은 enabled + active(Restart=always/3s)로 확인된다.","상충","높음","deploy/systemd/; kc/reference/references.html:32; crates/api/src/main.rs:115-139","GPS 수집·Stage-2 매칭·다수 적재 태스크가 모두 이 프로세스 안에 있으므로 유닛 정의가 저장소 밖이면 이관·재해복구가 불가능하다","critic"
"CR-05","스케줄 산출물 누락","매시 도로망 재추론(scripts/reinfer_roadgraph.sh)과 15분 주기 이동시간 GBM 그림자(scripts/travel_gbm_shadow.py)는 systemd 타이머가 아니라 crontab으로 돌지만 crontab 정의가 저장소에 없다. [호스트] crontab 2건 등록 확인.","확인","높음","scripts/reinfer_roadgraph.sh:1-6; scripts/travel_gbm_shadow.py:1-6; kc/learn/travel-time.html:74; [호스트] crontab -l 관찰","배차 비용의 본체인 도로망 그래프 생산이 버전관리되지 않은 cron에 의존 — 이관 시 누락되면 비용 곡선이 서서히 틀어진다","critic"
"CR-06","비밀정보 취급","운영 스크립트와 배치 파이썬에 Postgres 계정 비밀번호가 평문 하드코딩되어 있고 GPS 웹소켓 접속 자격증명도 코드 기본값으로 박혀 있다(값은 <redacted>).","확인","높음","scripts/reinfer_roadgraph.sh:8; scripts/estimate_equipment_specs.sh:17; scripts/travel_gbm_shadow.py:14; crates/api/src/livemap.rs:3005-3009","저장소가 곧 자격증명 저장소가 되어 있어 외부 인수·형상관리 시 비밀 회전 절차가 필요하다","critic"
"CR-07","출력 계약","Stage-2 권고 산출물에는 컨테이너번호·작업지시 ID(MSNSEQ 등)가 없고 (ytno, QC, vessel, queuename, jobtype, src_block) 버킷 단위 행만 저장된다.","확인","높음","db/migrations/0052_stage2_match_shadow.sql:5-22; crates/api/src/workpool.rs:796-822","TOS로 배차를 전달하려면 '어느 작업지시를 어느 TT에'가 필요한데 현재 스키마·매칭 입력이 모두 버킷 집계라 실배차 연동은 스키마 변경과 개별 작업 단위 재설계를 수반한다","critic"
"CR-08","장애 Fallback","Stage-2 그림자 매칭은 GPS 웹소켓 연결 여부만 게이트로 삼고 Oracle 미러(live_workpool)의 신선도는 검사하지 않는다 — 300초 FROZEN 판정은 프론트엔드에만 있다.","확인","높음","crates/api/src/livemap.rs:4173-4183; crates/api/src/workpool.rs:183-187; web/src/TtPage.tsx:583","워크풀 타이머가 죽어도 매칭은 낡은 작업목록으로 계속 산출·기록되어 그림자 지표가 조용히 오염되며, 실배차 승격 시 곧바로 오배차 경로가 된다","critic"
"CR-09","DB 형상관리","마이그레이션 적용기가 코드·스크립트에 없고(sqlx::migrate! 호출 0건) 0098 번호가 서로 다른 두 파일에 중복 부여되어 있다.","확인","높음","db/migrations/; Cargo.toml:26-29","적용 순서·이력 테이블이 없어 어느 환경에 무엇이 적용됐는지 확인 불가 — 이관·재구축 시 스키마 드리프트 위험이 크다","critic"
"CR-10","백업·자산","Postgres 백업·복구 절차가 저장소 전체에 없고(pg_dump 히트 0건) 학습 산출물 data/travel_gbm.pkl은 .gitignore로 버전관리에서 제외돼 있다.","확인","높음",".gitignore:1-8; scripts/; scripts/travel_gbm_shadow.py:11-13","학습으로 축적된 자산(도로망·작업지점·free_in·GBM 모델)이 단일 호스트 DB와 gitignore된 디렉터리에만 존재해 호스트 손실 시 수개월 학습분이 소멸한다","critic"
"CR-11","데이터 계약","API 계약 산출물이 존재하지 않는다 — utoipa 의존성이 워크스페이스에 선언돼 있으나 코드 사용 0건이고 OpenAPI/AsyncAPI/JSON 스키마 파일도 없다. 라우트 31개는 코드에만 정의된다.","확인","높음","Cargo.toml:32; crates/api/src/ (utoipa 히트 0건); crates/api/src/main.rs:45-75","공통 게이트웨이와 공유할 계약을 정의하려면 Rust 구조체와 web/src 타입을 역공학해야 한다 — 계약 문서화 공수가 별도로 필요하다","critic"
"CR-12","매칭 모델 완결성","Stage-2 비용·제약에 트윈/탠덤 등 작업 단위 특성이 반영되지 않고 작업은 버킷 수량 n으로만 다뤄진다(트윈 정보는 표시·사이클 계측 쪽에만 존재).","추정","중간","crates/api/src/workpool.rs:796-822; crates/api/src/livemap.rs:2790-2860; crates/api/src/livemap.rs:4325-4366","트윈 작업 1회가 컨테이너 2개를 소화하는 현실과 수요 산정이 어긋나면 크레인별 수요 상한이 과대 산정될 수 있다","critic"
"CR-13","시험 커버리지","통합 테스트 3개(transform_pg·rollup_pg·upsert_pg)는 실 Postgres를 요구하고, 배차 매칭(Mcmf)·도로망 라우팅에 대한 회귀 테스트는 없다.","확인","높음","crates/extractor/tests/transform_pg.rs:1-20; crates/extractor/tests/rollup_pg.rs:1-20; crates/api/src/livemap.rs:3855-3966","배차 로직 변경 시 회귀를 잡을 자동 안전망이 없어 실배차 승격 단계에서 검증 체계 구축 비용이 별도로 발생한다","critic"
"CR-14","조사 스냅샷 정합","조사 시점 워킹트리 미커밋 변경은 5건이다(crates/api/src/cycles.rs, scripts/populate_tt_cycle_recon.sql, web/public/livemap-roadgraph.geojson, web/src/CyclesPage.tsx, web/src/api.ts). 조사 중 3건에서 5건으로 늘었으며 이는 외부 동시 작업에 의한 변경이다.","확인","높음","git status","사이클 KPI·프론트 API 계약이 미커밋 상태로 변경 중이라 인용한 수치·엔드포인트가 커밋 후 달라질 수 있다","critic"
"CR-15","문서 드리프트","stage2_match_shadow 스키마 주석의 cost_tier 설명(L2 225m 격자)이 현재 코드(R=라우팅 / L3=맨해튼 학습곡선)와 어긋난다.","상충","중간","db/migrations/0052_stage2_match_shadow.sql:19; crates/api/src/livemap.rs:4308-4324","그림자 데이터를 외부에 제시할 때 tier 해석이 틀릴 수 있다","critic"
